match_id,city,winner,total_runs_x,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs_y,player_dismissed,dismissal_kind,fielder,current_score,runs_left,balls_left,wickets,crr,rrr,result
1,Hyderabad,Sunrisers Hyderabad,207,2,Royal Challengers Bangalore,Sunrisers Hyderabad,14,6,STR Binny,SR Watson,Bipul Sharma,0,0,0,0,0,0,1,0,1,0,,,130,78,36,5,9.285714285714286,13.0,0
1,Hyderabad,Sunrisers Hyderabad,207,2,Royal Challengers Bangalore,Sunrisers Hyderabad,15,1,STR Binny,SR Watson,Rashid Khan,0,0,0,0,0,0,1,0,1,0,,,131,77,35,5,9.24705882352941,13.2,0
1,Hyderabad,Sunrisers Hyderabad,207,2,Royal Challengers Bangalore,Sunrisers Hyderabad,15,2,SR Watson,STR Binny,Rashid Khan,0,0,0,0,0,0,1,0,1,0,,,132,76,34,5,9.209302325581396,13.411764705882353,0
1,Hyderabad,Sunrisers Hyderabad,207,2,Royal Challengers Bangalore,Sunrisers Hyderabad,15,3,STR Binny,SR Watson,Rashid Khan,0,0,0,0,0,0,0,0,0,0,,,132,76,33,5,9.10344827586207,13.818181818181818,0
1,Hyderabad,Sunrisers Hyderabad,207,2,Royal Challengers Bangalore,Sunrisers Hyderabad,15,4,STR Binny,SR Watson,Rashid Khan,0,0,0,0,0,0,0,0,0,0,,,132,76,32,5,9.0,14.25,0
1,Hyderabad,Sunrisers Hyderabad,207,2,Royal Challengers Bangalore,Sunrisers Hyderabad,15,5,STR Binny,SR Watson,Rashid Khan,0,0,0,0,0,0,1,0,1,0,,,133,75,31,5,8.96629213483146,14.516129032258064,0
1,Hyderabad,Sunrisers Hyderabad,207,2,Royal Challengers Bangalore,Sunrisers Hyderabad,15,6,SR Watson,STR Binny,Rashid Khan,0,0,0,0,0,0,6,0,6,0,,,139,69,30,5,9.266666666666667,13.8,0
1,Hyderabad,Sunrisers Hyderabad,207,2,Royal Challengers Bangalore,Sunrisers Hyderabad,16,1,STR Binny,SR Watson,BCJ Cutting,0,0,0,0,0,0,0,0,0,0,,,139,69,29,5,9.164835164835164,14.275862068965518,0
1,Hyderabad,Sunrisers Hyderabad,207,2,Royal Challengers Bangalore,Sunrisers Hyderabad,16,2,STR Binny,SR Watson,BCJ Cutting,0,0,0,0,0,0,6,0,6,0,,,145,63,28,5,9.456521739130435,13.5,0
1,Hyderabad,Sunrisers Hyderabad,207,2,Royal Challengers Bangalore,Sunrisers Hyderabad,16,3,STR Binny,SR Watson,BCJ Cutting,0,0,0,0,0,0,1,0,1,0,,,146,62,27,5,9.419354838709678,13.777777777777779,0
1,Hyderabad,Sunrisers Hyderabad,207,2,Royal Challengers Bangalore,Sunrisers Hyderabad,16,4,SR Watson,STR Binny,BCJ Cutting,0,0,0,0,0,0,0,0,0,0,,,146,62,26,5,9.319148936170214,14.307692307692308,0
1,Hyderabad,Sunrisers Hyderabad,207,2,Royal Challengers Bangalore,Sunrisers Hyderabad,16,5,SR Watson,STR Binny,BCJ Cutting,0,0,0,0,0,0,4,0,4,0,,,150,58,25,5,9.473684210526315,13.92,0
1,Hyderabad,Sunrisers Hyderabad,207,2,Royal Challengers Bangalore,Sunrisers Hyderabad,16,6,SR Watson,STR Binny,BCJ Cutting,0,0,0,0,0,0,1,0,1,0,,,151,57,24,5,9.4375,14.25,0
1,Hyderabad,Sunrisers Hyderabad,207,2,Royal Challengers Bangalore,Sunrisers Hyderabad,17,1,SR Watson,STR Binny,B Kumar,0,0,0,0,0,0,1,0,1,0,,,152,56,23,5,9.402061855670103,14.608695652173912,0
